frequency,monetary,product_breadth,total_units,primary_country,average_order_value,average_basket_units,cancellation_rate,recency_days,tenure_days,partition,masked_customer_id,cluster,distance_to_centroid,assignment_margin,persona
5,1771.78,85,983,United Kingdom,354.356,196.6,0.009615384615384616,16,219,discovery,e5ff920d028b,0,0.5818519296167178,0.6283355697661223,High-value frequent customers
5,1406.59,51,561,United Kingdom,281.318,112.2,0.08333333333333333,101,265,discovery,85641da908fa,1,0.6699744408256282,1.0924243207047684,Established mid-value customers
1,324.57,22,279,United Kingdom,324.57,279.0,0.043478260869565216,36,0,discovery,589a1b3388fa,2,0.40482837792701093,1.1373767727327924,Recent occasional customers
1,240.68,14,160,United Kingdom,240.68,160.0,0.125,54,0,discovery,9a8cfe1c0f63,2,0.6099164072398969,0.6032835485780771,Recent occasional customers
2,761.74,50,718,United Kingdom,380.87,359.0,0.0,27,178,discovery,bf6b43aece72,1,0.9090604529300312,0.08148998947808084,Established mid-value customers
14,6776.56,230,4983,United Kingdom,484.04,355.92857142857144,0.00966183574879227,12,361,discovery,a38a0b61544e,0,0.700178519459233,1.508004018131854,High-value frequent customers
9,1297.8700000000001,30,1137,United Kingdom,144.20777777777778,126.33333333333333,0.12962962962962962,9,360,discovery,778579aeb06d,0,0.6391879001616692,1.0739505403686211,High-value frequent customers
1,216.39,17,159,United Kingdom,216.39,159.0,0.0,53,0,discovery,27284f7986ff,2,0.6341215785886356,0.5946657338873278,Recent occasional customers
9,2920.16,48,892,United Kingdom,324.4622222222222,99.11111111111111,0.15384615384615385,62,263,discovery,3d8ec79b1429,0,1.2481280462116837,0.027226299743548843,High-value frequent customers
1,104.76,13,202,United Kingdom,104.76,202.0,0.0,337,0,discovery,472389cf1955,3,0.8667922559935753,1.4349448628196857,Long-recency customers
4,1093.68,59,714,United Kingdom,273.42,178.5,0.0,29,92,discovery,25313b30d42e,1,0.6817458508442289,0.47452413541509797,Established mid-value customers
1,298.48,16,148,United Kingdom,298.48,148.0,0.1111111111111111,185,0,discovery,ee49674e4b2a,3,0.33185208278995415,1.2058712894813008,Long-recency customers
1,112.46000000000001,6,66,United Kingdom,112.46000000000001,66.0,0.0,52,0,discovery,e1722b83f21e,2,1.0402108241651664,0.36883534429500964,Recent occasional customers
13,1591.45,23,504,United Kingdom,122.41923076923078,38.76923076923077,0.044444444444444446,10,325,discovery,db7a56384bfe,0,0.6081309383860583,1.2332265100632047,High-value frequent customers
2,195.15,4,52,United Kingdom,97.575,26.0,0.0,37,25,discovery,36e3b8652e4b,2,0.7225555704765975,0.8486567980137233,Recent occasional customers
23,10399.74,184,5508,United Kingdom,452.1626086956522,239.47826086956522,0.013986013986013986,11,349,discovery,a41eed571186,0,1.0503920286745192,1.488766876956277,High-value frequent customers
4,776.851,39,454,United Kingdom,194.21275,113.5,0.08163265306122448,33,104,discovery,28826433c5d7,1,0.6404511484649245,0.751465224078347,Established mid-value customers
1,336.40000000000003,3,136,United Kingdom,336.40000000000003,136.0,0.0,11,0,discovery,5d09ab3f665e,2,0.7458128902734223,1.4354250119860748,Recent occasional customers
3,1553.18,92,915,United Kingdom,517.7266666666666,305.0,0.038461538461538464,57,302,discovery,bbc5543e0f65,1,0.32754768454066757,1.2324091713232181,Established mid-value customers
4,1293.03,11,501,United Kingdom,323.2575,125.25,0.1111111111111111,5,17,discovery,a38c3500d203,0,0.9307425217733621,0.777647774802419,High-value frequent customers
9,3709.56,169,1674,United Kingdom,412.17333333333335,186.0,0.13551401869158877,44,239,discovery,a5d08d24e240,0,0.9960282564074816,0.41818552066968784,High-value frequent customers
4,588.13,26,357,United Kingdom,147.0325,89.25,0.0,117,140,discovery,2b187aab0e81,1,0.7175026560309814,1.1796448370026609,Established mid-value customers
4,1534.26,44,1188,United Kingdom,383.56499999999994,297.0,0.058823529411764705,104,132,discovery,e306684c3964,1,0.5585272075460178,1.2676587361170504,Established mid-value customers
2,675.8,49,766,United Kingdom,337.9,383.0,0.0,75,255,discovery,773e505b3d60,1,0.6701928177103806,0.48886836427376235,Established mid-value customers
9,2870.2400000000002,85,1894,United Kingdom,318.91555555555556,210.44444444444446,0.012738853503184714,5,362,discovery,ad7e491526d1,0,0.42183232724924136,1.6789390224109737,High-value frequent customers
2,1186.35,57,800,United Kingdom,593.175,400.0,0.01639344262295082,46,159,discovery,d55116ab0e26,1,0.6414375813970787,0.6800263188446003,Established mid-value customers
8,3285.31,107,2109,United Kingdom,410.66375,263.625,0.05649717514124294,16,259,discovery,311c5eb5dfe4,0,0.2849457192152903,1.3318053768432585,High-value frequent customers
1,243.55,15,99,United Kingdom,243.55,99.0,0.0,18,0,discovery,5361e4b75669,2,0.524268304334583,1.466127484291363,Recent occasional customers
2,724.76,20,284,United Kingdom,362.38,142.0,0.0,90,193,discovery,066b379e0763,1,0.6842143488717967,0.6041622404283886,Established mid-value customers
1,223.36,15,128,United Kingdom,223.36,128.0,0.0,53,0,discovery,2ac2906d18e1,2,0.6224089301143261,0.6052219493225783,Recent occasional customers
1,425.32,25,323,United Kingdom,425.32,323.0,0.0,135,0,discovery,ce0d30fbb8c6,3,0.7084851961529883,0.5933398178595708,Long-recency customers
15,12416.11,240,6572,United Kingdom,827.7406666666667,438.1333333333333,0.0205761316872428,5,368,discovery,f4b673b43fa4,0,1.1047456480963889,1.6344266872294115,High-value frequent customers
4,1887.2,102,1562,United Kingdom,471.80000000000007,390.5,0.0,106,254,discovery,29bf420cd673,1,0.66137579865924,1.1450593036437202,Established mid-value customers
3,664.0,31,246,United Kingdom,221.33333333333334,82.0,0.08333333333333333,192,91,discovery,c86a239a6b24,1,0.9860133912464741,0.5899556497288225,Established mid-value customers
4,803.54,166,550,United Kingdom,200.885,137.5,0.0,167,95,discovery,b2ea6cae8fea,1,0.8667067087323302,1.0827677285362687,Established mid-value customers
1,612.01,50,256,United Kingdom,612.01,256.0,0.0,19,0,discovery,57657cc554fc,2,0.7725095075909577,1.0592085748495252,Recent occasional customers
3,447.64000000000004,35,394,United Kingdom,149.21333333333334,131.33333333333334,0.027777777777777776,158,215,discovery,3d8467ff613d,1,1.0048017389104575,0.44079667633378783,Established mid-value customers
2,639.5,23,218,United Kingdom,319.75,109.0,0.1111111111111111,205,63,discovery,94799ba1f4c9,3,1.1550946702257323,0.04134022050338548,Long-recency customers
2,816.0,1,192,United Kingdom,408.0,96.0,0.0,337,31,discovery,98d655382f3e,3,1.3699270151005318,0.20759426329596553,Long-recency customers
3,646.3,27,479,United Kingdom,215.4333333333333,159.66666666666666,0.0,37,224,discovery,21f0451ff659,1,0.580479829865079,0.7309333059282489,Established mid-value customers
1,337.74,21,208,United Kingdom,337.74,208.0,0.0,92,0,discovery,f0a8517fe874,3,0.8566395458630278,0.10458555549363513,Long-recency customers
2,877.4399999999999,4,1200,United Kingdom,438.71999999999997,600.0,0.0,93,23,discovery,97f0a1d4aaf2,1,0.6481845942624533,0.750542481397908,Established mid-value customers
2,922.53,15,475,United Kingdom,461.265,237.5,0.0,10,17,discovery,85850e6a4abb,2,1.3115188467780423,0.11246091219409093,Recent occasional customers
1,560.67,34,324,United Kingdom,560.67,324.0,0.08108108108108109,244,0,discovery,15e1e50c1048,3,0.7813771403771402,1.0885239245912057,Long-recency customers
4,748.5,46,343,United Kingdom,187.125,85.75,0.0,46,239,discovery,e1b9460d851e,1,0.47713516704870146,1.0822417012107952,Established mid-value customers
1,30.0,1,24,United Kingdom,30.0,24.0,0.0,23,0,discovery,46b1ceb96b15,2,2.2324806636610024,0.466043366326244,Recent occasional customers
2,309.8,4,236,United Kingdom,154.89999999999998,118.0,0.0,318,21,discovery,2b8253394677,3,0.8891103373520597,0.918118644213934,Long-recency customers
1,138.14,9,106,United Kingdom,138.14,106.0,0.0,107,0,discovery,91551b51b1b0,3,0.8200610079530768,0.45216785246384195,Long-recency customers
1,386.43,17,157,United Kingdom,386.43,157.0,0.10526315789473684,51,0,discovery,b22123870a82,2,0.5954147580763355,0.7357070618821758,Recent occasional customers
2,2222.21,92,1654,United Kingdom,1111.105,827.0,0.0,169,75,discovery,8ba55711377e,1,1.134533414801454,0.8432402442342231,Established mid-value customers
1,301.32,13,240,United Kingdom,301.32,240.0,0.0,40,0,discovery,493dffa91c9c,2,0.43164386775245706,1.0238767236431634,Recent occasional customers
4,684.34,31,342,United Kingdom,171.085,85.5,0.05714285714285714,41,223,discovery,f3fed878e1b9,1,0.5702839057296915,0.9851799003949974,Established mid-value customers
7,2657.13,52,1699,United Kingdom,379.59000000000003,242.71428571428572,0.037037037037037035,19,252,discovery,4881ab53fb11,0,0.3944425119634387,1.0141014186432546,High-value frequent customers
4,2726.23,107,1451,United Kingdom,681.5575,362.75,0.0,89,239,discovery,eca25e739581,1,0.805257127865562,0.8326581148095129,Established mid-value customers
5,2446.6,88,1275,United Kingdom,489.32000000000005,255.0,0.15555555555555556,74,181,discovery,fc92457f5981,1,0.8265752725704296,0.6031664071824057,Established mid-value customers
3,323.69,20,527,United Kingdom,107.89666666666666,175.66666666666666,0.0,82,199,discovery,481f37380249,1,0.9684504018908079,0.4047208782303303,Established mid-value customers
1,352.7,12,184,United Kingdom,352.7,184.0,0.0,53,0,discovery,18b46ae96e42,2,0.5915194838759419,0.6879121580255798,Recent occasional customers
3,1333.68,61,952,United Kingdom,444.56,317.3333333333333,0.0,10,357,discovery,17e72722fa82,0,1.0876211798868922,0.22911037152216096,High-value frequent customers
5,1426.16,32,816,United Kingdom,285.232,163.2,0.208955223880597,26,255,discovery,4eaa306856db,0,0.8755797793860507,0.024312285384046173,High-value frequent customers
1,193.75,10,131,United Kingdom,193.75,131.0,0.0,118,0,discovery,981152bfe0cf,3,0.6120522785310856,0.5994054116384477,Long-recency customers
9,2993.1,119,1310,United Kingdom,332.56666666666666,145.55555555555554,0.011904761904761904,9,322,discovery,5c57d1f3f805,0,0.1754943574689507,1.6974835265705608,High-value frequent customers
2,254.1,8,84,United Kingdom,127.05,42.0,0.0,120,242,discovery,cb45a59dcfad,3,0.9471800446585846,0.31817258715196284,Long-recency customers
2,239.76,19,408,United Kingdom,119.88,204.0,0.0,5,96,discovery,1e4b7e3bfd41,2,1.2384168684089816,0.9067416868111406,Recent occasional customers
1,136.8,2,72,United Kingdom,136.8,72.0,0.0,253,0,discovery,98f5761c0e54,3,0.5385139550282596,1.4128319523218755,Long-recency customers
1,191.04,12,138,United Kingdom,191.04,138.0,0.0,29,0,discovery,73c89195149f,2,0.5340787279834945,1.1435990912018172,Recent occasional customers
14,6479.4,42,1677,United Kingdom,462.8142857142857,119.78571428571429,0.012658227848101266,1,372,discovery,e1c32b1a4546,0,1.2010354213897136,1.7280612217598292,High-value frequent customers
1,309.65,18,113,United Kingdom,309.65,113.0,0.0,18,0,discovery,0fc24563d062,2,0.49775023765182175,1.5079212493188425,Recent occasional customers
2,696.68,85,357,United Kingdom,348.34,178.5,0.033707865168539325,173,1,discovery,808ed641d2cd,1,1.0493994619704974,0.17546346426904424,Established mid-value customers
4,1529.0,193,912,United Kingdom,382.25,228.0,0.0,3,108,discovery,03d9776996ec,0,0.9816916128667376,0.9713244292372415,High-value frequent customers
1,211.5,5,66,United Kingdom,211.5,66.0,0.0,265,0,discovery,0781e4591dee,3,0.28075905524536404,1.6103797704750438,Long-recency customers
1,143.1,6,62,United Kingdom,143.1,62.0,0.0,202,0,discovery,3741ad9a4658,3,0.4876231160269826,1.2551323123325147,Long-recency customers
4,1060.56,50,321,United Kingdom,265.14,80.25,0.06779661016949153,64,53,discovery,1434a862b460,1,0.2905956048274639,1.2966270232307147,Established mid-value customers
7,3235.25,124,1217,United Kingdom,462.17857142857144,173.85714285714286,0.031914893617021274,41,329,discovery,29ee44c6e3f7,0,0.9226022710742627,0.30590240874930874,High-value frequent customers
5,1072.3600000000001,41,486,United Kingdom,214.47200000000004,97.2,0.0,10,278,discovery,e49aae604cb3,0,0.8346409136290389,0.5685669193497274,High-value frequent customers
2,330.03000000000003,34,186,United Kingdom,165.01500000000001,93.0,0.0,12,66,discovery,4cf06e82c86a,2,0.8441972613331691,0.7751400399665805,Recent occasional customers
1,150.3,7,70,United Kingdom,150.3,70.0,0.0,235,0,discovery,a5dc96376213,3,0.44605037461032604,1.4108323342752027,Long-recency customers
13,5030.07,299,2718,United Kingdom,386.92846153846153,209.07692307692307,0.001072961373390558,33,305,discovery,08698e2a5348,0,0.9248465550555734,0.8472554065787617,High-value frequent customers
1,598.73,128,281,United Kingdom,598.73,281.0,0.0,25,0,discovery,f5db336a8b95,2,0.7070232595001782,1.0452837098911318,Recent occasional customers
5,2211.21,45,1023,United Kingdom,442.242,204.6,0.04285714285714286,36,255,discovery,f9e4cbd199d3,1,0.894791275957337,0.026382992466341237,Established mid-value customers
2,218.25,11,73,United Kingdom,109.125,36.5,0.08333333333333333,202,83,discovery,8a4ca847aa83,3,0.7785153129390373,0.9269749491487517,Long-recency customers
1,415.25,32,221,United Kingdom,415.25,221.0,0.0,16,0,discovery,31f00c9d4c39,2,0.6217907491301047,1.3630732035943653,Recent occasional customers
7,5159.06,213,3063,United Kingdom,737.0085714285715,437.57142857142856,0.0,17,343,discovery,067a9f3692ae,0,0.47739872015755197,1.24117229624468,High-value frequent customers
1,85.0,5,28,United Kingdom,85.0,28.0,0.16666666666666666,213,0,discovery,73e5745a694a,3,0.9548166494158298,1.0655100737669825,Long-recency customers
3,1120.88,68,689,United Kingdom,373.6266666666667,229.66666666666666,0.0410958904109589,66,141,discovery,e6bb0edcaa08,1,0.07291599970385045,1.6054741998407058,Established mid-value customers
2,294.12,13,215,United Kingdom,147.06,107.5,0.0,213,160,discovery,84be0a970452,3,0.8002090422807419,0.7569390116423914,Long-recency customers
1,162.3,10,62,United Kingdom,162.3,62.0,0.0,283,0,discovery,27714b7f0b38,3,0.4520097922037392,1.55111041337715,Long-recency customers
2,1339.45,25,346,United Kingdom,669.7250000000001,173.0,0.0,115,86,discovery,df0f27d0f719,1,0.7577786043830064,0.9700071672761994,Established mid-value customers
8,1188.1200000000001,60,597,United Kingdom,148.51500000000001,74.625,0.10126582278481013,15,228,discovery,fffae2ea96e4,0,0.7226507624596614,0.6925291724990246,High-value frequent customers
16,4812.42,46,2982,United Kingdom,300.77625,186.375,0.017045454545454544,19,354,discovery,d802cfa5086f,0,0.708192210741603,1.2694333238551674,High-value frequent customers
1,154.88,9,152,United Kingdom,154.88,152.0,0.0,50,0,discovery,ad2e482eb93c,2,0.7894705308359236,0.5339588514774072,Recent occasional customers
4,775.96,59,214,United Kingdom,193.99,53.5,0.0,17,168,discovery,3cd9ce3d9cb5,1,1.043868131706324,0.16216110507242432,Established mid-value customers
1,34.8,3,120,United Kingdom,34.8,120.0,0.0,78,0,discovery,d6aeabeea62f,3,2.051223106708485,0.15194693895186395,Long-recency customers
1,196.88,28,178,United Kingdom,196.88,178.0,0.034482758620689655,135,0,discovery,145e9953e747,3,0.503138624649446,0.8111531573190942,Long-recency customers
3,946.64,52,466,United Kingdom,315.5466666666666,155.33333333333334,0.0,13,160,discovery,5d0177077615,1,1.1484967225267295,0.10970553071016576,Established mid-value customers
1,144.36,19,50,United Kingdom,144.36,50.0,0.0,41,0,discovery,0719f9cec4af,2,0.7793935636971927,0.7045981775084891,Recent occasional customers
3,44534.3,5,18028,United Kingdom,14844.766666666668,6009.333333333333,0.3333333333333333,236,97,discovery,8bb31ea5630a,1,2.677268834725039,0.373660396846061,Established mid-value customers
8,2463.05,214,1783,United Kingdom,307.88125,222.875,0.006825938566552901,3,364,discovery,184423719997,0,0.6438060835815299,1.5764315096744244,High-value frequent customers
1,79.2,1,144,United Kingdom,79.2,144.0,0.0,305,0,discovery,1f2a5bb96029,3,1.0706935654415122,1.270447571603842,Long-recency customers
2,714.42,43,491,United Kingdom,357.21000000000004,245.5,0.0,66,152,discovery,358302c5074e,1,0.6403590952980414,0.4870310099695776,Established mid-value customers
1,205.25,9,47,United Kingdom,205.25,47.0,0.0,25,0,discovery,e84fd1cb720f,2,0.5019739305708355,1.2726732370370162,Recent occasional customers
3,253.04,5,60,United Kingdom,84.34666666666668,20.0,0.0,219,140,discovery,bfee736070e9,3,1.2994095324044526,0.26460475624402724,Long-recency customers
2,1086.92,58,271,United Kingdom,543.46,135.5,0.031746031746031744,32,46,discovery,cecbe2e2e44c,1,0.7892031989639664,0.4335640391996577,Established mid-value customers
6,3279.97,150,2050,United Kingdom,546.6616666666667,341.6666666666667,0.0425531914893617,89,188,discovery,c31fd9498080,1,1.1169681714424333,0.42464648203879185,Established mid-value customers
3,621.8299999999999,23,244,United Kingdom,207.27666666666664,81.33333333333333,0.03571428571428571,116,110,discovery,ac7d134a5e09,1,0.6223390607920818,1.022114061982981,Established mid-value customers
26,56252.72,26,29672,United Kingdom,2163.566153846154,1141.2307692307693,0.11564625850340136,8,364,discovery,5b45b6d5e416,0,1.9180941104164269,1.41137077306745,High-value frequent customers
1,635.6800000000001,10,311,United Kingdom,635.6800000000001,311.0,0.0,6,0,discovery,d1aa27cef3b9,2,1.2244894739172636,1.0159866624213738,Recent occasional customers
1,270.8,25,87,United Kingdom,270.8,87.0,0.0,69,0,discovery,3d47b81245b4,2,0.7465071931959893,0.2847497518535119,Recent occasional customers
1,104.9,7,68,United Kingdom,104.9,68.0,0.0,246,0,discovery,483da7f10967,3,0.7660224375546507,1.2640141826547104,Long-recency customers
5,2328.9700000000003,58,1612,United Kingdom,465.79400000000004,322.4,0.04597701149425287,33,263,discovery,d9c51a9fae62,0,0.8563926303333245,0.09536455620725504,High-value frequent customers
3,4919.0,257,3340,United Kingdom,1639.6666666666667,1113.3333333333333,0.04659498207885305,47,68,discovery,49c2ee155e73,1,1.1454852099866737,0.26367705469062486,Established mid-value customers
3,933.26,156,534,United Kingdom,311.08666666666664,178.0,0.0,27,35,discovery,d27164763904,1,0.672865777860904,0.7294607572587508,Established mid-value customers
1,351.3,25,438,United Kingdom,351.3,438.0,0.0,359,0,discovery,d713a63cfe91,3,0.6316050131502524,1.5352019143277502,Long-recency customers
1,218.75,34,113,United Kingdom,218.75,113.0,0.0,11,0,discovery,13d64070a460,2,0.783520767238481,1.5124661911887651,Recent occasional customers
2,1612.69,66,731,United Kingdom,806.345,365.5,0.013157894736842105,44,161,discovery,56738c59a834,1,0.7287131290560239,0.7877234596243193,Established mid-value customers
3,965.61,6,553,United Kingdom,321.87,184.33333333333334,0.07692307692307693,15,254,discovery,7d35fa661079,1,1.058829016628435,0.20205719964802737,Established mid-value customers
8,2708.61,70,860,United Kingdom,338.57625,107.5,0.014925373134328358,2,301,discovery,ce534fd82ff2,0,0.7888466988384555,1.5882216551413495,High-value frequent customers
4,2207.4,8,873,United Kingdom,551.85,218.25,0.0,114,206,discovery,95259565b8bc,1,0.7774121114148718,1.0699359225195397,Established mid-value customers
3,884.14,94,955,United Kingdom,294.7133333333333,318.3333333333333,0.0,76,259,discovery,cfbe074ea210,1,0.17623105543499218,1.437003159167661,Established mid-value customers
2,696.89,116,332,United Kingdom,348.445,166.0,0.0,108,139,discovery,73b0ff911a1d,1,0.7673253710099601,0.5942592039161487,Established mid-value customers
3,1063.95,61,570,United Kingdom,354.65000000000003,190.0,0.07246376811594203,47,63,discovery,97281bf9a1d6,1,0.2669382175327174,1.3027160190276406,Established mid-value customers
1,415.82000000000005,8,290,United Kingdom,415.82000000000005,290.0,0.0,52,0,discovery,b6bc3123f513,2,0.631774834587234,0.707343927965969,Recent occasional customers
13,4206.39,170,2565,United Kingdom,323.5684615384616,197.30769230769232,0.040145985401459854,1,198,discovery,377620c0cce4,0,1.0944255347044465,1.7011211193189373,High-value frequent customers
3,784.58,24,602,United Kingdom,261.5266666666667,200.66666666666666,0.0,47,230,discovery,cd84719f16aa,1,0.3453724530591857,1.0821963374581256,Established mid-value customers
3,903.9,48,430,United Kingdom,301.3,143.33333333333334,0.0,51,27,discovery,5ea5c7aeddb2,1,0.23203107851064858,1.2771460482070645,Established mid-value customers
4,3651.27,142,1305,United Kingdom,912.8175,326.25,0.01015228426395939,307,63,discovery,debe7103b802,1,1.669186650400601,1.048936846934548,Established mid-value customers
5,515.77,31,301,United Kingdom,103.154,60.2,0.18604651162790697,37,266,discovery,9e02ba5d4a05,1,0.8828096341028991,0.7406614395823082,Established mid-value customers
6,2218.62,117,1071,United Kingdom,369.77,178.5,0.04316546762589928,23,343,discovery,af70fd566728,0,0.5808363795040513,0.6041277177836794,High-value frequent customers
5,1801.14,36,922,United Kingdom,360.228,184.4,0.0,108,210,discovery,f62bc4f76526,1,0.7809289368942174,0.9872557427368007,Established mid-value customers
2,1303.9099999999999,40,603,United Kingdom,651.9549999999999,301.5,0.0,208,32,discovery,68b7af1b561d,1,1.1580695055154835,0.4527828125744804,Established mid-value customers
4,1945.33,63,1271,United Kingdom,486.3325,317.75,0.02702702702702703,17,34,discovery,4d6960fe49c8,0,0.7267322953876796,0.39464072754317003,High-value frequent customers
5,2100.6,33,1856,United Kingdom,420.12,371.2,0.0,64,196,discovery,e8ee7ba7369e,1,0.7406199384235324,0.5939644455728204,Established mid-value customers
4,1905.45,96,1357,United Kingdom,476.3625,339.25,0.0,50,227,discovery,c8b7258176ce,1,0.5798994606217813,0.6803051477646258,Established mid-value customers
2,570.96,57,202,United Kingdom,285.48,101.0,0.0,45,17,discovery,0011f20d9274,1,0.7979525521762616,0.07611255960707175,Established mid-value customers
2,885.47,28,375,United Kingdom,442.735,187.5,0.0,4,356,discovery,ed7a2c13ae68,2,1.5994166324571935,0.1702641509160585,Recent occasional customers
1,15.0,1,1,United Kingdom,15.0,1.0,0.9411764705882353,373,0,discovery,2cc72bd7edbb,3,2.779632352960669,0.8870580644639805,Long-recency customers
1,532.94,20,220,United Kingdom,532.94,220.0,0.0,173,0,discovery,aaa0ac9d0396,3,0.7656663206893569,0.7940825733962363,Long-recency customers
3,1654.31,64,963,United Kingdom,551.4366666666666,321.0,0.014492753623188406,57,154,discovery,36aae6deb19b,1,0.3712558373656793,1.1749682681573643,Established mid-value customers
14,1836.0900000000001,72,882,United Kingdom,131.14928571428572,63.0,0.1417910447761194,74,299,discovery,1c45f92154a9,1,1.3743218131148518,0.11594589443119707,Established mid-value customers
2,636.14,44,996,United Kingdom,318.07,498.0,0.0,100,41,discovery,08053b47de41,1,0.7688703144197169,0.5252505558700375,Established mid-value customers
1,576.0,39,415,United Kingdom,576.0,415.0,0.04878048780487805,38,0,discovery,ecf83bbfaff5,2,0.6968573711059529,0.9641736062705624,Recent occasional customers
1,836.79,54,465,United Kingdom,836.79,465.0,0.0,255,0,discovery,cf990e639877,3,1.0980672395344875,0.8510622452500121,Long-recency customers
4,954.09,47,439,United Kingdom,238.5225,109.75,0.0,45,286,discovery,b4d5d7b4a6d3,1,0.4188422629150441,1.0085488101245572,Established mid-value customers
1,137.37,10,26,United Kingdom,137.37,26.0,0.16666666666666666,51,0,discovery,b3dbdee6b2a0,2,0.8808664780720404,0.4635352326927392,Recent occasional customers
1,391.98,24,189,United Kingdom,391.98,189.0,0.0,65,0,discovery,846285e85da6,2,0.7420673301236969,0.41889571110755286,Recent occasional customers
19,33643.08,54,18368,United Kingdom,1770.6884210526316,966.7368421052631,0.011834319526627219,12,356,discovery,fedd80c0e1fd,0,1.6112515816611561,1.3460366237610366,High-value frequent customers
3,1048.49,56,675,United Kingdom,349.49666666666667,225.0,0.046153846153846156,34,115,discovery,7b836f4b17af,1,0.5045216429402928,0.9264827586236193,Established mid-value customers
2,355.56,26,396,United Kingdom,177.78,198.0,0.03571428571428571,59,114,discovery,8d8949c12b67,2,0.8097160156770412,0.2337922213712832,Recent occasional customers
1,118.95000000000002,8,27,United Kingdom,118.95000000000002,27.0,0.0,304,0,discovery,b292be8e2187,3,0.7172390888077644,1.4448395423752918,Long-recency customers
1,130.73999999999998,11,134,United Kingdom,130.73999999999998,134.0,0.0,47,0,discovery,336ae289919f,2,0.8914185746543064,0.5271611819810333,Recent occasional customers
8,3711.77,97,1926,United Kingdom,463.97125,240.75,0.014285714285714285,18,320,discovery,0c48cf7cd786,0,0.38014677682906967,1.2364756297818906,High-value frequent customers
2,160.71,22,48,United Kingdom,80.355,24.0,0.0,187,11,discovery,87ecf9309a66,3,0.854304730447406,0.8525664261372218,Long-recency customers
1,110.8,29,135,United Kingdom,110.8,135.0,0.0,52,0,discovery,b1219ed5b098,2,1.0521001604605134,0.36365777012178335,Recent occasional customers
27,16143.64,295,10866,United Kingdom,597.9125925925925,402.44444444444446,0.012578616352201259,5,361,discovery,aa8f910fef61,0,1.3560274618054744,1.6116792814599608,High-value frequent customers
1,297.0,14,308,United Kingdom,297.0,308.0,0.0,19,0,discovery,6781efbfcbbd,2,0.47319167963875997,1.4932977066798254,Recent occasional customers
5,1427.57,145,1163,United Kingdom,285.514,232.6,0.0,16,352,discovery,0a1748870e83,0,0.6976532787281801,0.46933584917391735,High-value frequent customers
8,965.16,105,437,United Kingdom,120.645,54.625,0.0,41,328,discovery,40ad7aca6c37,1,1.0065071170716453,0.24274147578801464,Established mid-value customers
2,68.84,18,19,United Kingdom,34.42,9.5,0.0,26,167,discovery,ae8bbd5ddc3a,2,1.4800719251337868,0.7339685653227199,Recent occasional customers
6,1936.3200000000002,16,1192,United Kingdom,322.71999999999997,198.66666666666666,0.16666666666666666,23,294,discovery,5a12ac602ab4,0,0.624719691671857,0.516741573735556,High-value frequent customers
3,895.13,37,368,United Kingdom,298.37666666666667,122.66666666666667,0.0,41,173,discovery,2cc1107ae0cd,1,0.38581980879657535,1.0826707834087832,Established mid-value customers
2,149.64,13,175,United Kingdom,74.82,87.5,0.0,278,0,discovery,c4f51391257e,3,0.8996205677817822,1.1634465877640787,Long-recency customers
1,351.44,68,333,United Kingdom,351.44,333.0,0.0,33,0,discovery,de1f71143c29,2,0.40628035197041457,1.2111235778603011,Recent occasional customers
5,501.39000000000004,26,260,United Kingdom,100.278,52.0,0.09375,313,52,discovery,937f1dc16c64,1,1.591450176346009,0.41482130910700565,Established mid-value customers
4,516.36,23,276,United Kingdom,129.09,69.0,0.041666666666666664,199,170,discovery,43c4dca771c4,1,1.141278158041195,0.6285616892155617,Established mid-value customers
2,396.48,42,223,United Kingdom,198.24,111.5,0.0,3,31,discovery,197ba06c868c,2,1.4550835213075661,0.6836378780989616,Recent occasional customers
1,181.09,12,147,United Kingdom,181.09,147.0,0.0,61,0,discovery,4ec62e1af92f,2,0.7897555590914656,0.3514901475187724,Recent occasional customers
1,168.31,11,76,United Kingdom,168.31,76.0,0.14285714285714285,81,0,discovery,a9cc95f6c832,3,0.9413422907410953,0.05243010994485542,Long-recency customers
1,511.68,60,418,United Kingdom,511.68,418.0,0.0,227,0,discovery,44c2bbb0a161,3,0.7029620149551913,1.0818819527336694,Long-recency customers
2,258.25,35,164,United Kingdom,129.125,82.0,0.0,254,116,discovery,29cecb395e1d,3,0.7912505985639193,0.9521351513645886,Long-recency customers
1,179.17,11,94,United Kingdom,179.17,94.0,0.0,150,0,discovery,05c4f899db54,3,0.4609757006627037,0.9640447667845291,Long-recency customers
2,208.59,17,223,United Kingdom,104.295,111.5,0.0,195,0,discovery,265e6e48c028,3,0.7862850061805075,0.8959683178653962,Long-recency customers
5,1383.83,70,567,United Kingdom,276.76599999999996,113.4,0.011764705882352941,2,367,discovery,e46dd294009e,0,1.0250575530334411,1.1187505201602113,High-value frequent customers
1,56.25,4,39,United Kingdom,56.25,39.0,0.0,369,0,discovery,1c366c1c279e,3,1.4478224349085633,1.2350346559962753,Long-recency customers
1,337.28,44,216,United Kingdom,337.28,216.0,0.0,24,0,discovery,0ba172525535,2,0.41042206248218505,1.417479404845162,Recent occasional customers
3,351.73,102,379,United Kingdom,117.24333333333334,126.33333333333333,0.0,17,138,discovery,afaeea34510e,2,1.1924948656068526,0.12271462248698772,Recent occasional customers
